attribute,age_group,gender_group,cohort,item_id,delta,source,destination,active_waveform_score,active_waveform_shift,active_ranker_shift,source_cosine
gender_male,senior_60s,male,60s M,NaturalVoices::MSP-PODCAST_6709::MSP-PODCAST_6709_14,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0187_NaturalVoices__MSP_PODCAST_6709__MSP_PODCAST_6709_14_gender_male_+1.00.wav,audio/gender_male/senior_60s_male/gender_male_p1p0.wav,0.9982159733772278,0.0025851130485534,0.3166327476501465,0.9339575171470642
gender_male,senior_60s,male,60s M,NaturalVoices::MSP-PODCAST_6709::MSP-PODCAST_6709_14,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0187_NaturalVoices__MSP_PODCAST_6709__MSP_PODCAST_6709_14_gender_male_+2.00.wav,audio/gender_male/senior_60s_male/gender_male_p2p0.wav,0.9991081357002258,0.0034772753715515,0.3166327476501465,0.8377163410186768
gender_male,senior_60s,male,60s M,NaturalVoices::MSP-PODCAST_6709::MSP-PODCAST_6709_14,source,/data/waris/data/NaturalVoices/data/MSP-PODCAST_6709/wav/MSP-PODCAST_6709_14.wav,audio/gender_male/senior_60s_male/source.wav,,,,
gender_male,senior_60s,female,60s F,NaturalVoices::MSP-PODCAST_1740::MSP-PODCAST_1740_843,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0128_NaturalVoices__MSP_PODCAST_1740__MSP_PODCAST_1740_843_gender_male_-2.00.wav,audio/gender_male/senior_60s_female/gender_male_m2p0.wav,0.0014542589196935,-0.2040894081583246,-0.3625702857971191,0.8199516534805298
gender_male,senior_60s,female,60s F,NaturalVoices::MSP-PODCAST_1740::MSP-PODCAST_1740_843,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0128_NaturalVoices__MSP_PODCAST_1740__MSP_PODCAST_1740_843_gender_male_-1.00.wav,audio/gender_male/senior_60s_female/gender_male_m1p0.wav,0.0010713706724345,-0.2044722964055836,-0.3625702857971191,0.9210768938064576
gender_male,senior_60s,female,60s F,NaturalVoices::MSP-PODCAST_1740::MSP-PODCAST_1740_843,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0128_NaturalVoices__MSP_PODCAST_1740__MSP_PODCAST_1740_843_gender_male_+0.00.wav,audio/gender_male/senior_60s_female/gender_male_p0p0.wav,0.2055436670780182,0.0,0.0144813060760498,0.999954342842102
gender_male,senior_60s,female,60s F,NaturalVoices::MSP-PODCAST_1740::MSP-PODCAST_1740_843,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0128_NaturalVoices__MSP_PODCAST_1740__MSP_PODCAST_1740_843_gender_male_+1.00.wav,audio/gender_male/senior_60s_female/gender_male_p1p0.wav,0.9952178001403807,0.7896741330623627,0.8836086988449097,0.944171905517578
gender_male,senior_60s,female,60s F,NaturalVoices::MSP-PODCAST_1740::MSP-PODCAST_1740_843,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0128_NaturalVoices__MSP_PODCAST_1740__MSP_PODCAST_1740_843_gender_male_+2.00.wav,audio/gender_male/senior_60s_female/gender_male_p2p0.wav,0.9979719519615172,0.7924282848834991,1.6374297142028809,0.915031909942627
gender_male,senior_60s,female,60s F,NaturalVoices::MSP-PODCAST_1740::MSP-PODCAST_1740_843,source,/data/waris/data/NaturalVoices/data/MSP-PODCAST_1740/wav/MSP-PODCAST_1740_843.wav,audio/gender_male/senior_60s_female/source.wav,,,,
pitch,young_20s,male,20s M,LibriTTS::727::727_124443_000038_000002,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0277_LibriTTS__727__727_124443_000038_000002_pitch_-2.00.wav,audio/pitch/young_20s_male/pitch_m2p0.wav,4.328291607216437,-0.4409475148220094,-0.6714167594909668,0.7700076699256897
pitch,young_20s,male,20s M,LibriTTS::727::727_124443_000038_000002,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0277_LibriTTS__727__727_124443_000038_000002_pitch_-1.00.wav,audio/pitch/young_20s_male/pitch_m1p0.wav,4.410847732424906,-0.3583913896135406,-0.6714167594909668,0.8570126295089722
pitch,young_20s,male,20s M,LibriTTS::727::727_124443_000038_000002,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0277_LibriTTS__727__727_124443_000038_000002_pitch_+0.00.wav,audio/pitch/young_20s_male/pitch_p0p0.wav,4.769239122038447,0.0,0.0069749951362609,0.9999331831932068
